Season,Half,Conference,Division,Team_ID,Team_Name,Playoffs,GP,W,L,OL,T,PTS,PTS_Pct,GF,GA,SRS,SOS,RPt_Pct,ROW,RW,RgRec,RgPt_Pct
1942,NA,NA,NA,NYR,New York Rangers,TRUE,48,29,17,NA,2,60,0.625,177,143,0.61,-0.1,NA,NA,NA,NA,NA
1942,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,48,27,18,NA,3,57,0.594,158,136,0.39,-0.07,NA,NA,NA,NA,NA
1942,NA,NA,NA,BOS,Boston Bruins,TRUE,48,25,17,NA,6,56,0.583,160,118,0.75,-0.13,NA,NA,NA,NA,NA
1942,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,48,22,23,NA,3,47,0.49,145,155,-0.18,0.03,NA,NA,NA,NA,NA
1942,NA,NA,NA,DET,Detroit Red Wings,TRUE,48,19,25,NA,4,42,0.438,140,147,-0.13,0.02,NA,NA,NA,NA,NA
1942,NA,NA,NA,MTL,Montreal Canadiens,TRUE,48,18,27,NA,3,39,0.406,134,173,-0.7,0.12,NA,NA,NA,NA,NA
1942,NA,NA,NA,BRO,Brooklyn Americans,FALSE,48,16,29,NA,3,35,0.365,133,175,-0.75,0.13,NA,NA,NA,NA,NA
1943,NA,NA,NA,DET,Detroit Red Wings,TRUE,50,25,14,NA,11,61,0.61,169,124,0.75,-0.15,NA,NA,NA,NA,NA
1943,NA,NA,NA,BOS,Boston Bruins,TRUE,50,24,17,NA,9,57,0.57,195,176,0.32,-0.06,NA,NA,NA,NA,NA
1943,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,50,22,19,NA,9,53,0.53,198,159,0.65,-0.13,NA,NA,NA,NA,NA
1943,NA,NA,NA,MTL,Montreal Canadiens,TRUE,50,19,19,NA,12,50,0.5,181,191,-0.17,0.03,NA,NA,NA,NA,NA
1943,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,50,17,18,NA,15,49,0.49,179,180,-0.02,0,NA,NA,NA,NA,NA
1943,NA,NA,NA,NYR,New York Rangers,FALSE,50,11,31,NA,8,30,0.3,161,253,-1.53,0.31,NA,NA,NA,NA,NA
1944,NA,NA,NA,MTL,Montreal Canadiens,TRUE,50,38,5,NA,7,83,0.83,234,109,2.08,-0.42,NA,NA,NA,NA,NA
1944,NA,NA,NA,DET,Detroit Red Wings,TRUE,50,26,18,NA,6,58,0.58,214,177,0.62,-0.12,NA,NA,NA,NA,NA
1944,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,50,23,23,NA,4,50,0.5,214,174,0.67,-0.13,NA,NA,NA,NA,NA
1944,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,50,22,23,NA,5,49,0.49,178,187,-0.15,0.03,NA,NA,NA,NA,NA
1944,NA,NA,NA,BOS,Boston Bruins,FALSE,50,19,26,NA,5,43,0.43,223,268,-0.75,0.15,NA,NA,NA,NA,NA
1944,NA,NA,NA,NYR,New York Rangers,FALSE,50,6,39,NA,5,17,0.17,162,310,-2.47,0.49,NA,NA,NA,NA,NA
1945,NA,NA,NA,MTL,Montreal Canadiens,TRUE,50,38,8,NA,4,80,0.8,228,121,1.78,-0.36,NA,NA,NA,NA,NA
1945,NA,NA,NA,DET,Detroit Red Wings,TRUE,50,31,14,NA,5,67,0.67,218,161,0.95,-0.19,NA,NA,NA,NA,NA
1945,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,50,24,22,NA,4,52,0.52,183,161,0.37,-0.07,NA,NA,NA,NA,NA
1945,NA,NA,NA,BOS,Boston Bruins,TRUE,50,16,30,NA,4,36,0.36,179,219,-0.67,0.13,NA,NA,NA,NA,NA
1945,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,50,13,30,NA,7,33,0.33,141,194,-0.88,0.18,NA,NA,NA,NA,NA
1945,NA,NA,NA,NYR,New York Rangers,FALSE,50,11,29,NA,10,32,0.32,154,247,-1.55,0.31,NA,NA,NA,NA,NA
1946,NA,NA,NA,MTL,Montreal Canadiens,TRUE,50,28,17,NA,5,61,0.61,172,134,0.63,-0.13,NA,NA,NA,NA,NA
1946,NA,NA,NA,BOS,Boston Bruins,TRUE,50,24,18,NA,8,56,0.56,167,156,0.18,-0.04,NA,NA,NA,NA,NA
1946,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,50,23,20,NA,7,53,0.53,200,178,0.37,-0.07,NA,NA,NA,NA,NA
1946,NA,NA,NA,DET,Detroit Red Wings,TRUE,50,20,20,NA,10,50,0.5,146,159,-0.22,0.04,NA,NA,NA,NA,NA
1946,NA,NA,NA,TOR,Toronto Maple Leafs,FALSE,50,19,24,NA,7,45,0.45,174,185,-0.18,0.04,NA,NA,NA,NA,NA
1946,NA,NA,NA,NYR,New York Rangers,FALSE,50,13,28,NA,9,35,0.35,144,191,-0.78,0.16,NA,NA,NA,NA,NA
1947,NA,NA,NA,MTL,Montreal Canadiens,TRUE,60,34,16,NA,10,78,0.65,189,138,0.71,-0.14,NA,NA,NA,NA,NA
1947,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,60,31,19,NA,10,72,0.6,209,172,0.51,-0.1,NA,NA,NA,NA,NA
1947,NA,NA,NA,BOS,Boston Bruins,TRUE,60,26,23,NA,11,63,0.525,190,175,0.21,-0.04,NA,NA,NA,NA,NA
1947,NA,NA,NA,DET,Detroit Red Wings,TRUE,60,22,27,NA,11,55,0.458,190,193,-0.04,0.01,NA,NA,NA,NA,NA
1947,NA,NA,NA,NYR,New York Rangers,FALSE,60,22,32,NA,6,50,0.417,167,186,-0.26,0.05,NA,NA,NA,NA,NA
1947,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,60,19,37,NA,4,42,0.35,193,274,-1.13,0.23,NA,NA,NA,NA,NA
1948,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,60,32,15,NA,13,77,0.642,182,143,0.54,-0.11,NA,NA,NA,NA,NA
1948,NA,NA,NA,DET,Detroit Red Wings,TRUE,60,30,18,NA,12,72,0.6,187,148,0.54,-0.11,NA,NA,NA,NA,NA
1948,NA,NA,NA,BOS,Boston Bruins,TRUE,60,23,24,NA,13,59,0.492,167,168,-0.02,0,NA,NA,NA,NA,NA
1948,NA,NA,NA,NYR,New York Rangers,TRUE,60,21,26,NA,13,55,0.458,176,201,-0.35,0.07,NA,NA,NA,NA,NA
1948,NA,NA,NA,MTL,Montreal Canadiens,FALSE,60,20,29,NA,11,51,0.425,147,169,-0.31,0.06,NA,NA,NA,NA,NA
1948,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,60,20,34,NA,6,46,0.383,195,225,-0.42,0.08,NA,NA,NA,NA,NA
1949,NA,NA,NA,DET,Detroit Red Wings,TRUE,60,34,19,NA,7,75,0.625,195,145,0.69,-0.14,NA,NA,NA,NA,NA
1949,NA,NA,NA,BOS,Boston Bruins,TRUE,60,29,23,NA,8,66,0.55,178,163,0.21,-0.04,NA,NA,NA,NA,NA
1949,NA,NA,NA,MTL,Montreal Canadiens,TRUE,60,28,23,NA,9,65,0.542,152,126,0.36,-0.07,NA,NA,NA,NA,NA
1949,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,60,22,25,NA,13,57,0.475,147,161,-0.19,0.04,NA,NA,NA,NA,NA
1949,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,60,21,31,NA,8,50,0.417,173,211,-0.53,0.11,NA,NA,NA,NA,NA
1949,NA,NA,NA,NYR,New York Rangers,FALSE,60,18,31,NA,11,47,0.392,133,172,-0.54,0.11,NA,NA,NA,NA,NA
1950,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,37,19,NA,14,88,0.629,229,164,0.78,-0.15,NA,NA,NA,NA,NA
1950,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,29,22,NA,19,77,0.55,172,150,0.26,-0.05,NA,NA,NA,NA,NA
1950,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,31,27,NA,12,74,0.529,176,173,0.04,-0.01,NA,NA,NA,NA,NA
1950,NA,NA,NA,NYR,New York Rangers,TRUE,70,28,31,NA,11,67,0.479,170,189,-0.23,0.05,NA,NA,NA,NA,NA
1950,NA,NA,NA,BOS,Boston Bruins,FALSE,70,22,32,NA,16,60,0.429,198,228,-0.36,0.07,NA,NA,NA,NA,NA
1950,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,22,38,NA,10,54,0.386,203,244,-0.49,0.1,NA,NA,NA,NA,NA
1951,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,44,13,NA,13,101,0.721,236,139,1.16,-0.23,NA,NA,NA,NA,NA
1951,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,41,16,NA,13,95,0.679,212,138,0.88,-0.18,NA,NA,NA,NA,NA
1951,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,25,30,NA,15,65,0.464,173,184,-0.13,0.03,NA,NA,NA,NA,NA
1951,NA,NA,NA,BOS,Boston Bruins,TRUE,70,22,30,NA,18,62,0.443,178,197,-0.23,0.05,NA,NA,NA,NA,NA
1951,NA,NA,NA,NYR,New York Rangers,FALSE,70,20,29,NA,21,61,0.436,169,201,-0.38,0.08,NA,NA,NA,NA,NA
1951,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,13,47,NA,10,36,0.257,171,280,-1.3,0.26,NA,NA,NA,NA,NA
1952,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,44,14,NA,12,100,0.714,215,133,0.98,-0.2,NA,NA,NA,NA,NA
1952,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,34,26,NA,10,78,0.557,195,164,0.37,-0.07,NA,NA,NA,NA,NA
1952,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,29,25,NA,16,74,0.529,168,157,0.13,-0.03,NA,NA,NA,NA,NA
1952,NA,NA,NA,BOS,Boston Bruins,TRUE,70,25,29,NA,16,66,0.471,162,176,-0.17,0.03,NA,NA,NA,NA,NA
1952,NA,NA,NA,NYR,New York Rangers,FALSE,70,23,34,NA,13,59,0.421,192,219,-0.32,0.06,NA,NA,NA,NA,NA
1952,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,17,44,NA,9,43,0.307,158,241,-0.99,0.2,NA,NA,NA,NA,NA
1953,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,36,16,NA,18,90,0.643,222,133,1.06,-0.21,NA,NA,NA,NA,NA
1953,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,28,23,NA,19,75,0.536,155,148,0.08,-0.02,NA,NA,NA,NA,NA
1953,NA,NA,NA,BOS,Boston Bruins,TRUE,70,28,29,NA,13,69,0.493,152,172,-0.24,0.05,NA,NA,NA,NA,NA
1953,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,27,28,NA,15,69,0.493,169,175,-0.07,0.01,NA,NA,NA,NA,NA
1953,NA,NA,NA,TOR,Toronto Maple Leafs,FALSE,70,27,30,NA,13,67,0.479,156,167,-0.13,0.03,NA,NA,NA,NA,NA
1953,NA,NA,NA,NYR,New York Rangers,FALSE,70,17,37,NA,16,50,0.357,152,211,-0.7,0.14,NA,NA,NA,NA,NA
1954,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,37,19,NA,14,88,0.629,191,132,0.7,-0.14,NA,NA,NA,NA,NA
1954,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,35,24,NA,11,81,0.579,195,141,0.64,-0.13,NA,NA,NA,NA,NA
1954,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,32,24,NA,14,78,0.557,152,131,0.25,-0.05,NA,NA,NA,NA,NA
1954,NA,NA,NA,BOS,Boston Bruins,TRUE,70,32,28,NA,10,74,0.529,177,181,-0.05,0.01,NA,NA,NA,NA,NA
1954,NA,NA,NA,NYR,New York Rangers,FALSE,70,29,31,NA,10,68,0.486,161,182,-0.25,0.05,NA,NA,NA,NA,NA
1954,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,12,51,NA,7,31,0.221,133,242,-1.3,0.26,NA,NA,NA,NA,NA
1955,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,42,17,NA,11,95,0.679,204,134,0.83,-0.17,NA,NA,NA,NA,NA
1955,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,41,18,NA,11,93,0.664,228,157,0.85,-0.17,NA,NA,NA,NA,NA
1955,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,24,24,NA,22,70,0.5,147,135,0.14,-0.03,NA,NA,NA,NA,NA
1955,NA,NA,NA,BOS,Boston Bruins,TRUE,70,23,26,NA,21,67,0.479,169,188,-0.23,0.05,NA,NA,NA,NA,NA
1955,NA,NA,NA,NYR,New York Rangers,FALSE,70,17,35,NA,18,52,0.371,150,210,-0.71,0.14,NA,NA,NA,NA,NA
1955,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,13,40,NA,17,43,0.307,161,235,-0.88,0.18,NA,NA,NA,NA,NA
1956,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,45,15,NA,10,100,0.714,222,131,1.08,-0.22,NA,NA,NA,NA,NA
1956,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,30,24,NA,16,76,0.543,183,148,0.42,-0.08,NA,NA,NA,NA,NA
1956,NA,NA,NA,NYR,New York Rangers,TRUE,70,32,28,NA,10,74,0.529,204,203,0.01,0,NA,NA,NA,NA,NA
1956,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,24,33,NA,13,61,0.436,153,181,-0.33,0.07,NA,NA,NA,NA,NA
1956,NA,NA,NA,BOS,Boston Bruins,FALSE,70,23,34,NA,13,59,0.421,147,185,-0.45,0.09,NA,NA,NA,NA,NA
1956,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,19,39,NA,12,50,0.357,155,216,-0.73,0.15,NA,NA,NA,NA,NA
1957,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,38,20,NA,12,88,0.629,198,157,0.49,-0.1,NA,NA,NA,NA,NA
1957,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,35,23,NA,12,82,0.586,210,155,0.66,-0.13,NA,NA,NA,NA,NA
1957,NA,NA,NA,BOS,Boston Bruins,TRUE,70,34,24,NA,12,80,0.571,195,174,0.25,-0.05,NA,NA,NA,NA,NA
1957,NA,NA,NA,NYR,New York Rangers,TRUE,70,26,30,NA,14,66,0.471,184,227,-0.51,0.1,NA,NA,NA,NA,NA
1957,NA,NA,NA,TOR,Toronto Maple Leafs,FALSE,70,21,34,NA,15,57,0.407,174,192,-0.21,0.04,NA,NA,NA,NA,NA
1957,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,16,39,NA,15,47,0.336,169,225,-0.67,0.13,NA,NA,NA,NA,NA
1958,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,43,17,NA,10,96,0.686,250,158,1.1,-0.22,NA,NA,NA,NA,NA
1958,NA,NA,NA,NYR,New York Rangers,TRUE,70,32,25,NA,13,77,0.55,195,188,0.08,-0.02,NA,NA,NA,NA,NA
1958,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,29,29,NA,12,70,0.5,176,207,-0.37,0.07,NA,NA,NA,NA,NA
1958,NA,NA,NA,BOS,Boston Bruins,TRUE,70,27,28,NA,15,69,0.493,199,194,0.06,-0.01,NA,NA,NA,NA,NA
1958,NA,NA,NA,CBH,Chicago Black Hawks,FALSE,70,24,39,NA,7,55,0.393,163,202,-0.46,0.09,NA,NA,NA,NA,NA
1958,NA,NA,NA,TOR,Toronto Maple Leafs,FALSE,70,21,38,NA,11,53,0.379,192,226,-0.41,0.08,NA,NA,NA,NA,NA
1959,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,39,18,NA,13,91,0.65,258,158,1.19,-0.24,NA,NA,NA,NA,NA
1959,NA,NA,NA,BOS,Boston Bruins,TRUE,70,32,29,NA,9,73,0.521,205,215,-0.12,0.02,NA,NA,NA,NA,NA
1959,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,28,29,NA,13,69,0.493,197,208,-0.13,0.03,NA,NA,NA,NA,NA
1959,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,27,32,NA,11,65,0.464,189,201,-0.14,0.03,NA,NA,NA,NA,NA
1959,NA,NA,NA,NYR,New York Rangers,FALSE,70,26,32,NA,12,64,0.457,201,217,-0.19,0.04,NA,NA,NA,NA,NA
1959,NA,NA,NA,DET,Detroit Red Wings,FALSE,70,25,37,NA,8,58,0.414,167,218,-0.61,0.12,NA,NA,NA,NA,NA
1960,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,40,18,NA,12,92,0.657,255,178,0.92,-0.18,NA,NA,NA,NA,NA
1960,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,35,26,NA,9,79,0.564,199,195,0.05,-0.01,NA,NA,NA,NA,NA
1960,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,28,29,NA,13,69,0.493,191,180,0.13,-0.03,NA,NA,NA,NA,NA
1960,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,26,29,NA,15,67,0.479,186,197,-0.13,0.03,NA,NA,NA,NA,NA
1960,NA,NA,NA,BOS,Boston Bruins,FALSE,70,28,34,NA,8,64,0.457,220,241,-0.25,0.05,NA,NA,NA,NA,NA
1960,NA,NA,NA,NYR,New York Rangers,FALSE,70,17,38,NA,15,49,0.35,187,247,-0.71,0.14,NA,NA,NA,NA,NA
1961,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,41,19,NA,10,92,0.657,254,188,0.79,-0.16,NA,NA,NA,NA,NA
1961,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,39,19,NA,12,90,0.643,234,176,0.69,-0.14,NA,NA,NA,NA,NA
1961,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,29,24,NA,17,75,0.536,198,180,0.21,-0.04,NA,NA,NA,NA,NA
1961,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,25,29,NA,16,66,0.471,195,215,-0.24,0.05,NA,NA,NA,NA,NA
1961,NA,NA,NA,NYR,New York Rangers,FALSE,70,22,38,NA,10,54,0.386,204,248,-0.52,0.11,NA,NA,NA,NA,NA
1961,NA,NA,NA,BOS,Boston Bruins,FALSE,70,15,42,NA,13,43,0.307,176,254,-0.93,0.19,NA,NA,NA,NA,NA
1962,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,42,14,NA,14,98,0.7,259,166,1.11,-0.22,NA,NA,NA,NA,NA
1962,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,37,22,NA,11,85,0.607,232,180,0.62,-0.12,NA,NA,NA,NA,NA
1962,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,31,26,NA,13,75,0.536,217,186,0.37,-0.07,NA,NA,NA,NA,NA
1962,NA,NA,NA,NYR,New York Rangers,TRUE,70,26,32,NA,12,64,0.457,195,207,-0.14,0.03,NA,NA,NA,NA,NA
1962,NA,NA,NA,DET,Detroit Red Wings,FALSE,70,23,33,NA,14,60,0.429,184,219,-0.42,0.08,NA,NA,NA,NA,NA
1962,NA,NA,NA,BOS,Boston Bruins,FALSE,70,15,47,NA,8,38,0.271,177,306,-1.54,0.31,NA,NA,NA,NA,NA
1963,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,35,23,NA,12,82,0.586,221,180,0.49,-0.1,NA,NA,NA,NA,NA
1963,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,32,21,NA,17,81,0.579,194,178,0.19,-0.04,NA,NA,NA,NA,NA
1963,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,28,19,NA,23,79,0.564,225,183,0.5,-0.1,NA,NA,NA,NA,NA
1963,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,32,25,NA,13,77,0.55,200,194,0.07,-0.01,NA,NA,NA,NA,NA
1963,NA,NA,NA,NYR,New York Rangers,FALSE,70,22,36,NA,12,56,0.4,211,233,-0.26,0.05,NA,NA,NA,NA,NA
1963,NA,NA,NA,BOS,Boston Bruins,FALSE,70,14,39,NA,17,45,0.321,198,281,-0.99,0.2,NA,NA,NA,NA,NA
1964,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,36,21,NA,13,85,0.607,209,167,0.5,-0.1,NA,NA,NA,NA,NA
1964,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,36,22,NA,12,84,0.6,218,169,0.58,-0.12,NA,NA,NA,NA,NA
1964,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,33,25,NA,12,78,0.557,192,172,0.24,-0.05,NA,NA,NA,NA,NA
1964,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,30,29,NA,11,71,0.507,191,204,-0.16,0.03,NA,NA,NA,NA,NA
1964,NA,NA,NA,NYR,New York Rangers,FALSE,70,22,38,NA,10,54,0.386,186,242,-0.67,0.13,NA,NA,NA,NA,NA
1964,NA,NA,NA,BOS,Boston Bruins,FALSE,70,18,40,NA,12,48,0.343,170,212,-0.5,0.1,NA,NA,NA,NA,NA
1965,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,40,23,NA,7,87,0.621,224,175,0.58,-0.12,NA,NA,NA,NA,NA
1965,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,36,23,NA,11,83,0.593,211,185,0.31,-0.06,NA,NA,NA,NA,NA
1965,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,34,28,NA,8,76,0.543,224,176,0.57,-0.11,NA,NA,NA,NA,NA
1965,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,30,26,NA,14,74,0.529,204,173,0.37,-0.07,NA,NA,NA,NA,NA
1965,NA,NA,NA,NYR,New York Rangers,FALSE,70,20,38,NA,12,52,0.371,179,246,-0.8,0.16,NA,NA,NA,NA,NA
1965,NA,NA,NA,BOS,Boston Bruins,FALSE,70,21,43,NA,6,48,0.343,166,253,-1.04,0.21,NA,NA,NA,NA,NA
1966,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,41,21,NA,8,90,0.643,239,173,0.79,-0.16,NA,NA,NA,NA,NA
1966,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,37,25,NA,8,82,0.586,240,187,0.63,-0.13,NA,NA,NA,NA,NA
1966,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,34,25,NA,11,79,0.564,208,187,0.25,-0.05,NA,NA,NA,NA,NA
1966,NA,NA,NA,DET,Detroit Red Wings,TRUE,70,31,27,NA,12,74,0.529,221,194,0.32,-0.07,NA,NA,NA,NA,NA
1966,NA,NA,NA,BOS,Boston Bruins,FALSE,70,21,43,NA,6,48,0.343,174,275,-1.2,0.24,NA,NA,NA,NA,NA
1966,NA,NA,NA,NYR,New York Rangers,FALSE,70,18,41,NA,11,47,0.336,195,261,-0.79,0.16,NA,NA,NA,NA,NA
1967,NA,NA,NA,CBH,Chicago Black Hawks,TRUE,70,41,17,NA,12,94,0.671,264,170,1.12,-0.22,NA,NA,NA,NA,NA
1967,NA,NA,NA,MTL,Montreal Canadiens,TRUE,70,32,25,NA,13,77,0.55,202,188,0.17,-0.03,NA,NA,NA,NA,NA
1967,NA,NA,NA,TOR,Toronto Maple Leafs,TRUE,70,32,27,NA,11,75,0.536,204,211,-0.08,0.02,NA,NA,NA,NA,NA
1967,NA,NA,NA,NYR,New York Rangers,TRUE,70,30,28,NA,12,72,0.514,188,189,-0.01,0,NA,NA,NA,NA,NA
1967,NA,NA,NA,DET,Detroit Red Wings,FALSE,70,27,39,NA,4,58,0.414,212,241,-0.35,0.07,NA,NA,NA,NA,NA
1967,NA,NA,NA,BOS,Boston Bruins,FALSE,70,17,43,NA,10,44,0.314,182,253,-0.85,0.17,NA,NA,NA,NA,NA
1968,NA,NA,East,MTL,Montreal Canadiens,TRUE,74,42,22,NA,10,94,0.635,236,167,1.07,0.14,NA,NA,NA,NA,NA
1968,NA,NA,East,NYR,New York Rangers,TRUE,74,39,23,NA,12,90,0.608,226,183,0.76,0.18,NA,NA,NA,NA,NA
1968,NA,NA,East,BOS,Boston Bruins,TRUE,74,37,27,NA,10,84,0.568,259,216,0.76,0.18,NA,NA,NA,NA,NA
1968,NA,NA,East,CBH,Chicago Black Hawks,TRUE,74,32,26,NA,16,80,0.541,212,222,0.13,0.26,NA,NA,NA,NA,NA
1968,NA,NA,East,TOR,Toronto Maple Leafs,FALSE,74,33,31,NA,10,76,0.514,209,176,0.64,0.19,NA,NA,NA,NA,NA
1968,NA,NA,East,DET,Detroit Red Wings,FALSE,74,27,35,NA,12,66,0.446,245,257,0.1,0.27,NA,NA,NA,NA,NA
1968,NA,NA,West,PHI,Philadelphia Flyers,TRUE,74,31,32,NA,11,73,0.493,173,179,-0.32,-0.24,NA,NA,NA,NA,NA
1968,NA,NA,West,LAK,Los Angeles Kings,TRUE,74,31,33,NA,10,72,0.486,200,224,-0.53,-0.21,NA,NA,NA,NA,NA
1968,NA,NA,West,STL,St. Louis Blues,TRUE,74,27,31,NA,16,70,0.473,177,191,-0.41,-0.23,NA,NA,NA,NA,NA
1968,NA,NA,West,MNS,Minnesota North Stars,TRUE,74,27,32,NA,15,69,0.466,191,226,-0.66,-0.19,NA,NA,NA,NA,NA
1968,NA,NA,West,PIT,Pittsburgh Penguins,FALSE,74,27,34,NA,13,67,0.453,195,216,-0.5,-0.21,NA,NA,NA,NA,NA
1968,NA,NA,West,OAK,Oakland Seals,FALSE,74,15,42,NA,17,47,0.318,153,219,-1.03,-0.14,NA,NA,NA,NA,NA
1969,NA,NA,East,MTL,Montreal Canadiens,TRUE,76,46,19,NA,11,103,0.678,271,202,0.91,0,NA,NA,NA,NA,NA
1969,NA,NA,East,BOS,Boston Bruins,TRUE,76,42,18,NA,16,100,0.658,303,221,1.06,-0.02,NA,NA,NA,NA,NA
1969,NA,NA,East,NYR,New York Rangers,TRUE,76,41,26,NA,9,91,0.599,231,196,0.5,0.04,NA,NA,NA,NA,NA
1969,NA,NA,East,TOR,Toronto Maple Leafs,TRUE,76,35,26,NA,15,85,0.559,234,217,0.29,0.06,NA,NA,NA,NA,NA
1969,NA,NA,East,DET,Detroit Red Wings,FALSE,76,33,31,NA,12,78,0.513,239,221,0.3,0.06,NA,NA,NA,NA,NA
1969,NA,NA,East,CBH,Chicago Black Hawks,FALSE,76,34,33,NA,9,77,0.507,280,246,0.49,0.04,NA,NA,NA,NA,NA
1969,NA,NA,West,STL,St. Louis Blues,TRUE,76,37,25,NA,14,88,0.579,204,157,0.48,-0.14,NA,NA,NA,NA,NA
1969,NA,NA,West,OAK,Oakland Seals,TRUE,76,29,36,NA,11,69,0.454,219,251,-0.47,-0.05,NA,NA,NA,NA,NA
1969,NA,NA,West,PHI,Philadelphia Flyers,TRUE,76,20,35,NA,21,61,0.401,174,225,-0.69,-0.02,NA,NA,NA,NA,NA
1969,NA,NA,West,LAK,Los Angeles Kings,TRUE,76,24,42,NA,10,58,0.382,185,260,-0.98,0.01,NA,NA,NA,NA,NA
1969,NA,NA,West,PIT,Pittsburgh Penguins,FALSE,76,20,45,NA,11,51,0.336,189,252,-0.84,-0.01,NA,NA,NA,NA,NA
1969,NA,NA,West,MNS,Minnesota North Stars,FALSE,76,18,43,NA,15,51,0.336,189,270,-1.05,0.02,NA,NA,NA,NA,NA
1970,NA,NA,East,CBH,Chicago Black Hawks,TRUE,76,45,22,NA,9,99,0.651,250,170,1.04,-0.01,NA,NA,NA,NA,NA
1970,NA,NA,East,BOS,Boston Bruins,TRUE,76,40,17,NA,19,99,0.651,277,216,0.81,0.01,NA,NA,NA,NA,NA
1970,NA,NA,East,DET,Detroit Red Wings,TRUE,76,40,21,NA,15,95,0.625,246,199,0.65,0.03,NA,NA,NA,NA,NA
